,words,amounts,entropies
3121,esteemed,152,1.117
3301,converted,79,1.117
11236,drunk,49,1.117
71,wish,18489,1.116
5613,inconsistency,354,1.116
3846,discredit,105,1.115
5067,expiry,190,1.115
5400,hardship,57,1.115
366,climb,238,1.114
11329,rent,217,1.114
243,ask,22672,1.113
651,upgrade,97,1.113
2797,east,698,1.113
5068,lapse,195,1.113
79,desire,4160,1.112
640,permit,2817,1.112
1965,restoration,392,1.112
2968,speed,3321,1.112
295,agenda,9181,1.111
4656,infant,208,1.111
5828,crossing,131,1.111
13692,anti - american,64,1.111
2589,break,1628,1.11
6780,swallow,109,1.11
923,topical,94,1.107
6090,swamp,55,1.107
8976,frightened,52,1.107
56,i,157048,1.106
2464,membership,1677,1.106
4460,invaluable,182,1.106
4672,alarmed,95,1.106
6184,paralyse,195,1.105
1086,acced,116,1.104
7739,enthusiastic,213,1.104
939,arrangement,813,1.103
1406,smoking,619,1.103
2205,envisage,1118,1.102
10032,garage,113,1.101
2138,preservation,676,1.1
2763,salute,73,1.1
4134,unlock,104,1.1
4499,migrant,1364,1.1
7582,cattle,481,1.099
7973,bia,232,1.099
9220,overshoot,21,1.099
2167,retire,222,1.098
6566,fool,167,1.098
10725,3000,47,1.098
1028,champion,218,1.097
2737,demonstrably,23,1.097
5515,5000,23,1.097
7661,bust,23,1.097
8719,overrun,29,1.097
10812,crowded,28,1.097
13403,tabloid,26,1.097
13888,pakistani,229,1.097
1268,substantial,1812,1.096
2599,flare,20,1.096
5262,rife,19,1.096
7366,log,67,1.096
8706,terrifying,143,1.096
9708,plaster,36,1.096
25984,owl,19,1.096
1664,cost,15480,1.095
4047,flourish,273,1.095
5722,loyalist,17,1.095
6199,offense,16,1.095
7311,re - emergence,17,1.095
7794,wane,17,1.095
8217,bluntly,16,1.095
9437,poisoning,110,1.095
11677,peek,16,1.095
12368,crippling,16,1.095
247,urge,3303,1.094
1108,far,4419,1.094
2924,rigorously,265,1.094
7060,mile,1137,1.094
1927,average,3019,1.093
3369,ring,256,1.093
6106,fear,5583,1.093
6122,dominance,117,1.093
8968,u . s,24,1.093
3316,annoying,71,1.092
4308,save,3487,1.092
9491,masquerade,21,1.092
10176,arrogantly,21,1.092
10424,inventive,44,1.092
4113,revaluation,31,1.091
7809,zeal,36,1.091
4457,worthwhile,263,1.09
5987,publicise,28,1.09
13513,cough,28,1.09
40,on,285473,1.089
1282,still,25638,1.089
3076,kg,155,1.089
4731,impair,18,1.089
6310,delimite,18,1.089
6922,polluter,268,1.089
7376,afforestation,37,1.089
8717,trap,661,1.089
11211,biker,18,1.089
11401,pillage,40,1.089
12363,1200,18,1.089
452,short,6334,1.088
4326,baton,60,1.088
14236,transplant,296,1.088
1227,wording,982,1.087
2836,recruiting,89,1.087
5065,iron,330,1.087
6490,levy,97,1.087
7743,reputable,19,1.087
8291,plume,19,1.087
9230,slur,19,1.087
10445,devoid,69,1.087
11506,intangible,95,1.087
11937,ounce,19,1.087
12846,torment,52,1.087
5345,emergence,382,1.086
9438,poison,245,1.086
10748,hobby,32,1.086
756,decrease,590,1.085
946,function,5884,1.085
2501,play,9300,1.085
6957,loving,54,1.085
8162,timeless,23,1.085
10151,goose,17,1.085
13666,sting,23,1.085
15804,prawn,35,1.085
956,continually,402,1.084
3393,slowed,90,1.084
4583,marvel,57,1.084
5761,conceive,255,1.084
11306,mint,22,1.084
13929,kenyan,92,1.084
17797,shia,22,1.084
22581,qassam,22,1.084
1004,extension,2102,1.083
12943,elusive,31,1.083
14503,2 . 5,271,1.083
1016,support,58106,1.082
1085,accede,176,1.082
1187,perpetrator,494,1.082
3922,witness,1090,1.082
5385,unfold,42,1.082
6644,funny,305,1.082
6928,beautifully,48,1.082
10674,intrigue,88,1.082
12449,midwife,24,1.082
13610,belly,76,1.082
2730,combat,4531,1.081
3249,passionate,294,1.081
5178,traceable,20,1.081
10553,prominence,20,1.081
12123,lynch,39,1.081
12724,shimon,28,1.081
14647,fatten,20,1.081
15681,nra,20,1.081
17455,mri,50,1.081
19193,beep,20,1.081
683,escape,919,1.08
1932,compose,303,1.08
4336,heartily,19,1.08
6802,unwillingness,19,1.08
7092,nudge,19,1.08
7783,delusion,63,1.08
8467,hinge,19,1.08
9356,heckle,64,1.08
11210,rider,19,1.08
12155,andrey,19,1.08
15813,spit,19,1.08
1539,confused,335,1.079
2849,carrier,403,1.079
4082,surprise,1352,1.079
4404,secretive,21,1.079
7133,cosmetic,75,1.079
9678,cancellation,371,1.079
12542,athena,31,1.079
1252,road,6489,1.078
4010,demo,87,1.078
6687,shelter,250,1.078
15822,edite,33,1.078
870,earlier,3257,1.077
1257,avenue,174,1.077
1467,similarly,755,1.077
1928,middle,4400,1.077
4497,unmanageable,25,1.077
6094,twist,50,1.077
11243,irrigate,21,1.077
12323,envy,111,1.077
2855,delete,721,1.076
10729,obstructive,35,1.076
746,encounter,676,1.075
1344,taste,408,1.075
1818,adequately,534,1.075
3379,haste,120,1.075
5798,brandenburg,23,1.075
6689,eloquently,111,1.075
13017,authentication,23,1.075
14182,sydney,57,1.075
3663,departure,265,1.074
8741,hotbed,25,1.074
10400,sync,33,1.074
555,huge,4951,1.073
2578,stretch,161,1.073
12256,gangster,26,1.073
820,namely,2535,1.072
7648,vicinity,75,1.072
8146,supersede,18,1.072
10551,pivot,18,1.072
100,benefit,10902,1.071
334,worry,2850,1.071
3078,kilogram,126,1.071
3365,sound,2846,1.071
4094,remote,419,1.071
4822,humbling,21,1.071
5313,prevail,945,1.071
7705,constrain,21,1.071
8215,lobbying,27,1.071
9813,relentlessly,21,1.071
16498,burundian,27,1.071
1842,swiftly,347,1.07
3736,dawn,100,1.07
5608,cartoon,179,1.07
5621,remedial,22,1.07
6893,devastate,220,1.07
7003,disgusted,22,1.07
7280,endlessly,22,1.07
8107,mat,22,1.07
8388,calmness,22,1.07
10325,interconnect,58,1.07
10717,rampant,38,1.07
16708,wet,52,1.07
22183,ace,26,1.07
163,cease,576,1.069
2248,perceptual,45,1.069
4747,bag,333,1.069
6885,appropriateness,57,1.069
8600,odysseus,49,1.069
283,then,21077,1.068
543,reconcile,781,1.068
1326,sanitation,179,1.068
6931,donate,232,1.068
235,wretched,40,1.067
706,shape,1565,1.067
1490,judgement,258,1.067
2188,recount,20,1.067
3380,hurry,106,1.067
4080,strike,806,1.067
6913,pitiful,20,1.067
8179,laureate,41,1.067
9106,abruptly,22,1.067
9550,delve,20,1.067
10821,rig,39,1.067
14016,demarcate,22,1.067
17798,shiite,22,1.067
896,front,2262,1.066
4086,surprised,747,1.066
5998,teacher,1995,1.066
6010,overload,124,1.066
14730,1 . 25,32,1.066
1274,regret,2659,1.065
4025,setback,185,1.065
1251,station,1798,1.064
3404,instant,113,1.064
4055,forceful,80,1.064
6520,cup,513,1.064
8237,insane,48,1.064
7,from,87170,1.063
2853,1000,101,1.063
6589,addict,98,1.063
7155,wasteful,26,1.063
902,disgrace,305,1.062
2286,achievable,138,1.062
2129,plenty,61,1.061
2534,vividly,28,1.061
3257,love,3176,1.061
4057,blunt,28,1.061
6051,beautiful,1738,1.061
6825,blot,23,1.061
7154,wastage,32,1.061
7748,circumcision,45,1.061
13063,elegantly,30,1.061
14829,internationalise,27,1.061
17640,iia,27,1.061
20610,csr,27,1.061
26018,trias,23,1.061
3965,luckily,203,1.06
5493,array,40,1.06
8945,coexist,132,1.06
12328,jam,53,1.06
12968,1500,54,1.06
75,like,36743,1.059
1359,designate,441,1.059
2698,saddle,29,1.059
4226,precautionary,785,1.059
5148,inappropriately,22,1.059
5256,blight,24,1.059
8854,incontrovertible,29,1.059
23864,pm2 . 5,24,1.059
26634,pee,22,1.059
3507,grim,26,1.058
4041,descent,39,1.058
13333,script,141,1.058
4664,sharp,38,1.057
5137,spare,172,1.057
6946,thwart,52,1.057
9473,complacent,75,1.057
10110,militarise,60,1.057
10390,cofinance,338,1.057
10616,inclusive,514,1.057
13528,anti - labour,19,1.057
22752,curl,19,1.057
464,soon,6907,1.056
1980,progress,14194,1.056
5160,distant,367,1.056
5849,distract,132,1.056
3233,repository,35,1.055
3657,carelessness,30,1.055
10397,synchronise,44,1.055
12624,smile,425,1.055
14340,calf,25,1.055
14463,fridge,67,1.055
17064,vine,42,1.055
2066,labour,7538,1.054
4287,strip,268,1.054
11273,excite,33,1.054
14631,wool,51,1.054
2747,fitting,21,1.053
5346,appearance,334,1.053
5451,interference,823,1.053
5638,succinctly,21,1.053
6374,crush,161,1.053
6905,photograph,720,1.053
8339,tao,21,1.053
10285,sub,21,1.053
19343,mujahedin,21,1.053
23233,larrañaga,29,1.053
1087,environmental,14209,1.052
2847,firm,2813,1.052
8286,foolish,53,1.052
10776,dislike,30,1.052
240,horrifying,50,1.051
4256,blurred,28,1.051
5567,pdb,36,1.051
6968,abuser,28,1.051
8626,categorise,25,1.051
9544,degressive,52,1.051
13366,curriculum,80,1.051
4002,slowly,684,1.05
6656,dodge,36,1.05
13122,hell,150,1.05
1644,occur,2239,1.049
5246,lawlessness,43,1.049
6959,generously,114,1.049
8314,subcontract,33,1.049
1,resume,1130,1.048
1654,earning,241,1.048
8079,lawn,39,1.048
17,revisit,42,1.047
1987,contrast,784,1.047
4493,unchecked,23,1.047
4556,hearted,23,1.047
4596,rock,469,1.047
4772,pertain,23,1.047
4776,thoroughness,36,1.047
13451,cooling,168,1.047
2505,seriously,4195,1.046
2778,propel,31,1.046
4447,instigate,79,1.046
8319,whaling,52,1.046
9096,dye,52,1.046
15686,contraception,111,1.046
21243,bc,32,1.046
1264,enough,8790,1.045
1562,displeasure,49,1.045
338,refer,7186,1.044
627,impact,10919,1.044
1428,land,3170,1.044
2865,unravel,31,1.044
3103,discretion,242,1.044
4894,wash,259,1.044
6818,install,369,1.044
2734,strive,675,1.043
3407,scratch,180,1.043
9736,plea,56,1.043
6544,plate,246,1.042
203,naturally,2646,1.041
1408,smoke,424,1.041
1640,blow,479,1.041
3550,spade,40,1.041
4847,praiseworthy,26,1.041
7188,boldly,27,1.041
9105,abrupt,27,1.041
777,beginning,4128,1.04
2027,differentiate,471,1.04
2120,peer,101,1.04
2408,limit,7266,1.04
4485,warmest,20,1.04
6833,amazed,20,1.04
2256,revitalise,183,1.039
3445,alleviate,553,1.039
4971,objectionable,43,1.039
3284,lowering,22,1.038
3305,nuisance,48,1.038
3317,irritated,22,1.038
7421,trunk,48,1.038
13084,enrol,26,1.038
253,discussion,11573,1.037
4893,drag,252,1.037
7701,isolate,556,1.037
749,aware,7922,1.036
876,preliminary,850,1.036
1360,choice,4052,1.036
703,manner,1953,1.035
942,conform,147,1.035
3079,paint,465,1.035
3454,mitigating,112,1.035
5564,scholar,93,1.035
12786,khatami,46,1.035
14990,persian,34,1.035
16666,secularity,28,1.035
363,rather,4896,1.034
717,penalise,688,1.034
3077,pound,357,1.034
3621,facility,1653,1.034
4562,questionable,383,1.034
9719,tilt,50,1.034
20739,09-Nov,86,1.034
940,settlement,1187,1.033
1776,significance,1708,1.033
2022,performance,1336,1.033
6821,vegetable,585,1.033
7208,retailer,179,1.033
10912,herd,115,1.033
3110,zoom,67,1.032
11088,chronically,52,1.032
1438,embarrassing,187,1.031
2520,lowest,553,1.031
3607,sick,333,1.031
5174,trail,43,1.031
1974,reinstatement,30,1.03
3820,conquer,160,1.03
4149,commendable,278,1.03
7109,harbor,30,1.03
14714,euphemistically,45,1.03
15496,k .,45,1.03
62,be,1074756,1.029
2414,ceiling,1031,1.029
2940,warning,1392,1.029
14586,3 . 2,41,1.029
364,instead,5514,1.028
1020,retain,1875,1.028
2725,lend,315,1.028
4306,disincentive,34,1.028
5359,bombing,402,1.028
8767,raid,42,1.028
18072,marital,29,1.027
212,real,13976,1.026
586,indication,1314,1.026
1483,voting,5341,1.026
1912,oblige,2166,1.026
4089,punch,26,1.026
7180,delicacy,40,1.026
7491,whisper,68,1.026
12765,brush,43,1.026
17661,silver,115,1.026
18631,ventilate,26,1.026
18987,fry,26,1.026
3475,mismatch,25,1.025
5165,subtract,27,1.025
7532,heater,42,1.025
12226,puncture,27,1.025
12635,isa,33,1.025
13864,terrified,75,1.025
14450,flap,33,1.025
733,establish,11305,1.024
2114,except,1256,1.024
2920,stringent,855,1.024
3963,fortunately,1148,1.024
4655,boy,995,1.024
6111,communitise,37,1.024
6245,intensive,1264,1.024
7373,freezing,207,1.024
11106,supernumerary,32,1.024
953,constantly,1986,1.023
4977,tender,344,1.023
5162,divorced,62,1.023
11459,timorese,50,1.023
15610,digitise,43,1.023
2263,open,12784,1.022
4558,tentative,29,1.022
6239,catering,90,1.022
7252,email,439,1.022
11604,overflow,23,1.022
11790,yardstick,58,1.022
1105,goods,4666,1.021
1356,elect,3438,1.021
2139,retention,384,1.021
7919,dr,326,1.021
11186,skeletal,36,1.021
226,dreadful,274,1.02
370,soar,53,1.02
2385,gauge,80,1.02
5180,americans,1649,1.02
6458,nutrition,370,1.02
21835,figeľ,64,1.02
25672,tweet,126,1.02
1880,proportionate,351,1.019
2407,stay,1514,1.019
4131,release,2229,1.019
6444,disprove,28,1.019
11474,moroccan,299,1.019
1863,substantiate,25,1.018
7807,optional,275,1.018
12892,dustbin,25,1.018
14705,bell,141,1.018
21006,1441,53,1.018
2608,coach,366,1.017
2789,boat,928,1.017
5692,billboard,43,1.017
9693,goodness,66,1.017
472,proper,3322,1.016
3023,touch,938,1.016
4387,bay,278,1.016
6933,cake,162,1.016
14398,champagne,64,1.016
3389,slow,1334,1.015
4357,allege,153,1.015
4550,reluctant,247,1.015
7997,mold,58,1.015
10630,democratise,101,1.015
11313,remunerate,80,1.015
18774,ferment,32,1.015
3066,sensible,1494,1.014
3092,urgently,1926,1.014
13240,burial,53,1.014
13377,latvian,166,1.014
2731,combate,4210,1.013
3926,trustee,33,1.013
7191,bold,176,1.013
7225,unwelcome,27,1.013
9985,retrospective,57,1.013
10264,bulldozer,32,1.013
11641,angolan,104,1.013
14062,gallop,27,1.013
18359,ias,43,1.013
18975,cliff,71,1.013
24666,troll,38,1.013
1335,airlines,839,1.012
2098,shortfall,121,1.012
2202,scheme,1903,1.012
3255,sparsely,73,1.012
7051,routinely,46,1.012
529,pretend,310,1.011
2051,"2 , 000",219,1.011
5275,reshape,28,1.011
12371,hairdresser,30,1.011
943,office,10636,1.01
1481,regulate,3253,1.01
4202,obstruct,212,1.01
5485,gamble,45,1.01
6335,glaring,30,1.01
6908,absorb,477,1.01
9809,diversify,422,1.01
16625,immersive,30,1.01
1708,side,6388,1.009
8116,diesel,258,1.009
2358,officer,743,1.008
3892,glue,87,1.008
11175,barrack,37,1.008
1954,ominous,29,1.007
2852,"1 , 000",268,1.007
3637,marginalise,276,1.007
5043,publishing,89,1.007
11621,intractable,29,1.007
12374,barber,29,1.007
15159,4 . 6,29,1.007
1191,recipient,584,1.006
1545,mislead,69,1.006
7358,mature,285,1.006
5210,proponent,24,1.005
7371,freeze,405,1.005
7408,helm,33,1.005
1214,plead,85,1.004
2135,detain,448,1.004
2342,harmonize,459,1.004
2390,domestic,1982,1.004
4995,understandably,126,1.004
6803,reluctantly,26,1.004
13178,inherited,22,1.004
18579,lander,22,1.004
321,whole,13556,1.003
3137,ty,42,1.003
7528,offspring,94,1.003
11658,facilitator,66,1.003
11680,demilitarise,33,1.003
929,though,5578,1.002
1277,weigh,279,1.002
1821,pave,456,1.002
4745,swap,42,1.002
5509,inclined,78,1.002
9389,unreasonable,70,1.002
9746,kla,82,1.002
16938,decoupling,304,1.002
1911,requirement,8623,1.001
7204,merchant,113,1.001
7888,computerize,45,1.001
9023,provocative,189,1.001
11826,rearrange,31,1.001
1097,law,23732,1
5351,countless,395,1
5947,notorious,140,1
369,hike,40,0.999
2340,harmonise,2452,0.999
2820,packaging,71,0.999
5584,predatory,92,0.999
6356,saint,142,0.999
17487,anglo,36,0.999
108,nice,1584,0.998
550,great,20085,0.998
1697,associate,2163,0.997
7828,kyrgyz,51,0.997
9393,nodd,29,0.997
10332,bar,438,0.997
2903,integrate,3861,0.996
3477,weakness,1161,0.996
4541,inspiring,189,0.996
11512,cruelly,44,0.996
631,anything,4234,0.995
785,create,22081,0.995
1074,absolve,52,0.995
3349,administer,343,0.995
3977,concentrate,2527,0.995
7086,premier,30,0.995
8011,tire,55,0.995
17182,laeken,548,0.995
25157,remix,27,0.995
10803,subsidize,125,0.994
18099,allergen,33,0.994
137,',76642,0.993
924,mind,5226,0.993
5358,attack,5177,0.993
8241,decode,54,0.993
10961,internalize,38,0.993
14585,edit,90,0.993
2322,tourist,963,0.992
8548,diligently,49,0.992
9554,14th,35,0.992
11323,4 . 5,109,0.992
1662,tap,106,0.991
2132,preserve,1834,0.991
2720,predict,920,0.991
4418,scorn,45,0.991
12664,1 . 8,100,0.991
164,fault,632,0.99
5061,undeniable,253,0.99
616,regulation,26067,0.989
1222,scrutiny,313,0.989
1414,scope,3977,0.989
1720,usual,860,0.989
4277,tempt,226,0.989
4429,esa,67,0.989
5172,hone,25,0.989
5339,legitimize,40,0.989
5922,resettle,73,0.989
6659,sidestep,32,0.989
20292,dome,40,0.989
127,verify,605,0.988
299,journal,397,0.988
1694,amend,3984,0.988
2611,stipulate,687,0.988
5578,privatise,225,0.988
6827,olive,242,0.988
8183,degrade,142,0.988
9598,trialogue,111,0.988
10523,favourite,116,0.988
14843,frankfurt,123,0.988
21995,khodorkovsky,89,0.988
1482,vote,48860,0.987
5940,contracting,310,0.987
6966,demolish,92,0.987
8121,flourishing,39,0.987
13621,ukrainian,625,0.987
526,attempt,5808,0.986
759,diminish,243,0.986
2032,differ,683,0.986
6807,stubbornness,23,0.986
6970,contravention,55,0.986
7272,incidental,29,0.986
8308,shade,45,0.986
8526,colonise,44,0.986
9690,earl,39,0.986
11156,unchanged,87,0.986
12696,numb,23,0.986
25931,fertilize,42,0.986
6561,infringe,443,0.985
9607,immune,373,0.985
11973,clip,137,0.985
20028,hip,92,0.985
2258,relaunch,396,0.984
4459,precious,382,0.984
7823,sympathise,65,0.984
8466,revolve,112,0.984
10813,cip,62,0.984
2026,distinguished,301,0.983
2049,recurrence,30,0.983
4022,inverse,30,0.983
10057,insurmountable,110,0.983
14402,remnant,30,0.983
26666,geek,44,0.983
3862,extensively,117,0.982
4891,twin,222,0.982
8410,impartially,50,0.982
1425,camp,1472,0.981
12041,fiji,178,0.981
14796,abdullah,54,0.981
15630,pyramid,186,0.981
24792,arias,58,0.981
679,walk,1272,0.98
3180,uncertain,318,0.98
3332,emphasis,1634,0.98
6556,initiator,49,0.98
6769,ridicule,89,0.98
10155,ardent,40,0.98
10701,wall,2038,0.98
15338,ppp,42,0.98
1289,netherlands,138,0.979
2030,distinguishing,124,0.979
2460,ticket,669,0.979
6479,holy,154,0.979
1253,waterway,334,0.978
1304,implication,1882,0.978
3586,develop,21234,0.978
461,whom,2418,0.977
957,continuously,270,0.977
5368,broadcasting,322,0.977
7242,cherish,43,0.977
2790,vessel,2298,0.976
3243,gladly,108,0.976
4574,refund,484,0.976
6924,pollute,615,0.976
10686,cynically,88,0.976
11833,unspeakable,48,0.976
1493,assent,183,0.975
1963,rebuild,650,0.975
1997,apology,344,0.975
3012,inappropriate,548,0.975
7540,diving,42,0.975
8190,ball,487,0.975
1898,pop,177,0.974
2191,e - mail,215,0.974
4708,dispense,93,0.974
5085,procurement,1108,0.974
5738,deterrent,228,0.974
6979,plung,28,0.974
8720,encroach,39,0.974
11894,brilliance,28,0.974
367,jump,392,0.973
1269,significant,8018,0.973
2899,flank,26,0.973
6999,indignant,52,0.973
12216,loom,30,0.973
1726,custom,1757,0.972
3055,allocation,1341,0.972
5062,indisputable,148,0.972
15170,overbooking,47,0.972
1791,fundamentally,606,0.971
2274,apologise,534,0.971
5084,winner,614,0.971
5198,$,325,0.971
9034,"6 , 000",57,0.971
223,honest,1329,0.97
724,pity,605,0.97
1317,hopeful,271,0.97
2915,notify,368,0.97
2959,persuade,1078,0.97
3050,procedural,945,0.97
4250,courage,1864,0.97
6063,row,155,0.97
1841,rapidly,1542,0.969
2487,primary,1699,0.969
3492,restructure,475,0.969
4268,fraught,38,0.969
6752,excitement,143,0.969
11676,flash,59,0.969
1366,fire,2333,0.968
4935,qualify,96,0.968
5257,screw,39,0.968
16960,mortgage,266,0.968
17445,recorder,60,0.968
5004,persecute,456,0.967
7844,sewage,62,0.967
8253,bath,89,0.967
11123,clay,81,0.967
15885,cr,52,0.967
340,mean,18666,0.966
3095,efficient,4666,0.966
8511,confiscate,168,0.966
8991,starvation,183,0.966
9289,countryman,92,0.966
10962,modulate,56,0.966
17265,"10 , 000",301,0.966
2646,switch,148,0.965
3450,offset,197,0.965
3677,aggravate,280,0.965
5655,pre - empt,70,0.965
6991,grief,126,0.965
9928,bike,194,0.965
10474,stumble,45,0.965
11008,metric,70,0.965
13100,spy,96,0.965
18196,shanghai,115,0.965
685,contain,6371,0.964
789,essential,12093,0.964
909,implementation,12233,0.964
1695,change,35913,0.964
8450,borrowing,71,0.964
11196,unhealthy,58,0.964
2,reopening,132,0.963
2748,clever,162,0.963
3598,compensate,952,0.963
8765,offend,151,0.963
11714,comic,63,0.963
13567,6 . 5,70,0.963
17129,dancing,36,0.963
1510,reassess,55,0.962
6524,scottish,406,0.962
6778,rainforest,141,0.962
9724,lag,118,0.962
11029,joke,353,0.962
3000,supervisory,949,0.961
8114,willingly,45,0.961
18223,muhammad,55,0.96
2156,influx,292,0.959
2525,convert,430,0.959
3217,add,8083,0.959
3381,hasty,99,0.959
7860,gloomy,59,0.959
11202,rod,97,0.959
3182,suppress,229,0.958
9713,upward,66,0.958
12355,worm,52,0.958
993,imply,835,0.957
2669,clash,389,0.957
5457,hearing,1325,0.957
6001,liberalise,914,0.957
7118,clutch,27,0.957
8078,kindergarten,47,0.957
8298,tangle,27,0.957
10140,nest,79,0.957
12585,lip,130,0.957
19291,pepper,27,0.957
2845,business,12943,0.956
3967,thankfully,198,0.956
5986,unworkable,87,0.956
9559,crap,32,0.956
9780,badge,32,0.956
11242,irrigation,102,0.956
13898,3 . 3,32,0.956
964,ever,3909,0.955
3359,equipment,2097,0.955
6125,command,209,0.955
8152,instil,66,0.955
10215,counterfeit,227,0.955
16126,cybercrime,52,0.954
961,consistent,2243,0.953
1151,explicitly,928,0.953
1752,repeat,4115,0.953
2292,accompany,1549,0.953
3123,begin,9019,0.953
5484,bet,153,0.953
7983,1970,432,0.953
8306,inflate,83,0.953
8615,cyber,37,0.953
4571,repayment,120,0.952
5213,supportive,59,0.952
134,think,46236,0.951
826,drawback,152,0.951
2719,easier,2189,0.951
3522,conceal,525,0.951
7245,promise,4495,0.951
