,words,amounts,entropies
3343,leverage,51,1.237
4914,accommodate,62,1.237
6014,unleash,51,1.237
7106,sudden,239,1.237
3374,healthier,98,1.236
5029,sister,287,1.236
17890,boston,45,1.236
1254,highlight,3568,1.235
3571,detection,136,1.235
7889,carcass,37,1.235
8665,decouple,76,1.235
3237,sink,91,1.234
3437,envelope,121,1.234
3230,openness,732,1.233
12675,curtain,137,1.233
1570,usual,613,1.232
1578,typical,311,1.232
1760,contrary,1320,1.232
3090,outline,419,1.232
3357,quantifiable,48,1.232
6090,serbs,157,1.232
10889,dr,127,1.232
1106,illustrate,206,1.231
2300,transformation,344,1.231
6662,retailer,81,1.231
9355,angel,60,1.231
394,monitor,2861,1.229
681,interested,1293,1.229
1218,finding,439,1.229
30,we,176409,1.228
1495,normal,1351,1.228
2254,organize,310,1.228
2508,north,2108,1.228
3271,hot,211,1.228
6769,laudable,99,1.228
293,length,341,1.227
7035,disgust,40,1.227
14214,dinosaur,73,1.227
310,summary,151,1.226
494,just,20308,1.226
2460,slowly,419,1.226
4299,decent,318,1.226
8121,habitat,87,1.226
17604,spice,39,1.226
356,rise,1879,1.225
1471,interference,508,1.225
6238,breast,105,1.225
7444,unprecedented,317,1.225
14165,cocaine,61,1.225
2566,regret,1257,1.224
13989,mostar,41,1.224
575,attempt,3340,1.223
10208,herd,82,1.223
1427,perspective,2136,1.221
2441,living,1415,1.221
2585,rapidly,689,1.221
6449,km,211,1.221
2648,poor,2351,1.22
6061,night,1442,1.22
6419,interact,147,1.22
746,import,2974,1.219
2249,organise,982,1.219
2482,flame,123,1.219
35,i,25882,1.217
3365,varied,97,1.217
178,unsuccessful,81,1.215
11639,vine,54,1.215
164,notice,461,1.214
2310,equal,1808,1.214
3917,forefront,112,1.214
4870,gradually,884,1.214
15078,mackerel,61,1.214
1963,miss,490,1.213
3235,tank,85,1.213
7487,carer,50,1.213
10617,airport,1167,1.213
1161,resort,223,1.212
3096,expect,3975,1.212
4016,beneficial,558,1.212
4808,apology,218,1.212
5625,erase,62,1.212
1058,formulate,579,1.211
2324,model,4074,1.211
5528,refrain,86,1.211
9880,august,172,1.211
1230,project,11465,1.21
7974,household,367,1.21
185,implement,8611,1.209
967,overall,2892,1.209
2169,registration,233,1.209
2967,territory,2095,1.209
6032,albanian,388,1.209
9870,divine,36,1.209
2659,aviation,1373,1.208
3245,construction,1259,1.208
4953,intolerance,119,1.208
6144,hydrogen,189,1.208
4364,enlightened,55,1.207
10361,abortion,285,1.207
792,start,9763,1.206
2964,breeding,65,1.206
3084,pound,177,1.206
7161,wind,263,1.206
243,form,7541,1.205
3306,crossing,72,1.205
11026,vitamin,75,1.205
2334,resilience,98,1.204
4728,offensive,210,1.204
7660,reinvent,42,1.204
1856,remedy,204,1.203
3893,incur,46,1.203
1234,defend,2204,1.202
2542,dismantling,153,1.202
2564,branch,211,1.202
3537,withhold,53,1.202
3631,misfortune,52,1.202
6401,gate,110,1.201
8523,starvation,75,1.201
3269,cold,262,1.2
5662,pair,117,1.2
179,omit,114,1.199
2230,harmonize,233,1.199
3242,boat,417,1.199
7857,sanitation,59,1.199
4528,federalist,154,1.198
684,associate,904,1.197
3500,harmful,766,1.197
6638,chinese,1785,1.197
6872,fish,1044,1.197
11437,orphan,130,1.197
259,relate,3867,1.196
620,utterly,49,1.196
954,job,10948,1.196
2746,cargo,100,1.196
7173,park,292,1.196
1717,custom,754,1.195
2421,penalise,226,1.195
4750,punishable,44,1.195
8070,syrian,98,1.195
8902,gray,53,1.195
8953,ambassador,314,1.195
15038,kiss,59,1.195
1996,modest,168,1.194
2376,input,202,1.194
3504,adverse,453,1.194
3793,landing,72,1.194
298,cent,256,1.193
1621,carrier,279,1.193
3816,synergy,558,1.193
4809,apologise,288,1.193
5321,transnational,439,1.193
6442,cereal,156,1.193
312,request,6518,1.192
3085,kilogram,54,1.192
9020,lithuanian,260,1.192
571,potentially,333,1.191
855,famous,544,1.191
2947,reasonably,118,1.191
3466,mitigate,129,1.191
4947,tiger,133,1.191
1460,response,5312,1.19
3505,credit,1468,1.19
6375,wheelchair,77,1.19
7331,colonial,156,1.189
806,core,802,1.188
1487,confusing,81,1.188
2098,assess,1915,1.188
2554,wagon,33,1.188
4278,insure,59,1.188
9143,forestry,341,1.188
10025,invasive,33,1.188
19055,comic,33,1.188
2366,contravene,97,1.187
4219,isolated,375,1.187
9110,holy,90,1.186
3273,freeze,279,1.185
6573,shock,215,1.185
832,defeat,232,1.184
3897,devalue,83,1.184
5117,commemorate,104,1.184
315,ask,11694,1.183
3715,deteriorate,373,1.183
643,imply,416,1.182
2800,korea,261,1.182
9744,pm,72,1.182
2189,formulation,229,1.181
5374,stupid,104,1.181
959,under,8851,1.18
3490,remoteness,44,1.18
578,pursue,864,1.179
1064,export,2704,1.179
5146,proactive,173,1.179
6784,madness,112,1.179
4794,grouping,67,1.178
10008,king,361,1.178
165,discover,801,1.177
991,seat,420,1.177
1346,lie,1375,1.177
1715,tax,6701,1.177
2118,bill,499,1.177
1279,compliment,255,1.176
4410,heal,107,1.176
11651,arable,83,1.176
1606,loyalty,58,1.175
2393,frequent,222,1.175
3032,toy,863,1.175
3723,extinct,67,1.175
4144,ethical,521,1.175
5221,invoke,183,1.175
592,hard,2779,1.173
1557,reflect,1870,1.173
4069,detailed,699,1.173
5520,confidentiality,150,1.172
891,open,6581,1.171
1803,besides,183,1.17
2215,goods,3106,1.17
6369,scare,63,1.17
1083,impact,6341,1.169
1202,heading,210,1.169
1794,determined,706,1.169
3393,hamper,248,1.169
4562,authorise,195,1.169
5043,plague,64,1.169
7232,plate,96,1.169
7274,smart,99,1.169
2014,trigger,240,1.168
358,increase,17416,1.167
2213,risky,157,1.167
2556,allocation,676,1.167
3664,overview,212,1.167
45,think,22452,1.166
290,course,12535,1.166
530,correspond,809,1.166
759,respond,3346,1.166
1407,deep,990,1.166
10302,filter,146,1.166
3550,stimulus,208,1.165
3947,half,1730,1.165
1453,papers,269,1.164
5161,science,2121,1.164
3157,industrialise,252,1.163
4664,standstill,48,1.163
5078,prevail,684,1.163
5587,gover,210,1.163
721,previously,759,1.162
2549,countryside,194,1.162
6628,cave,102,1.162
9067,esa,39,1.162
495,soon,3615,1.161
4621,vegetable,355,1.161
7994,flemish,65,1.161
1372,verify,180,1.16
2782,incidentally,336,1.16
7499,fabric,83,1.16
2788,uncover,98,1.159
12796,chernobyl,374,1.159
6472,polluter,233,1.158
7030,copy,415,1.158
4371,list,3632,1.157
9861,nox,44,1.157
3454,property,952,1.156
5051,infect,160,1.156
5405,disgraceful,114,1.156
5472,champion,157,1.156
6672,contaminate,272,1.156
7468,river,570,1.156
16828,steve,68,1.155
935,french,3302,1.154
2487,tremendous,385,1.154
2572,stamp,52,1.154
4747,incidence,113,1.154
6659,voluntarily,138,1.154
437,bomb,383,1.153
8301,cooking,67,1.153
1939,transfer,2588,1.152
3758,avert,94,1.152
5488,prosecute,221,1.152
750,adoption,2212,1.151
1405,lively,148,1.151
5708,infinite,84,1.151
8537,cuban,286,1.151
6818,petitioner,44,1.15
2929,consult,571,1.149
4188,publicise,51,1.149
525,desirable,592,1.148
2384,urging,70,1.148
4137,suppose,451,1.148
4684,rotate,56,1.147
4699,negligible,58,1.147
3021,inappropriate,353,1.146
3340,exploit,818,1.146
6894,illusion,201,1.146
9903,shell,73,1.146
1067,pump,64,1.145
5519,stuck,71,1.145
507,couple,670,1.144
966,across,648,1.144
5971,rage,40,1.143
6470,owner,491,1.143
452,anyone,1396,1.142
1054,draft,3781,1.142
3371,noise,778,1.142
3656,urgent,460,1.142
10428,hussein,58,1.141
398,ensure,18551,1.14
1141,component,604,1.14
2051,powerless,85,1.14
4610,infant,77,1.14
5483,founder,146,1.14
6332,borrow,113,1.14
14830,bucharest,54,1.14
2970,spot,102,1.139
4216,separately,306,1.139
8495,cell,1051,1.139
137,fun,139,1.138
597,event,5335,1.138
4414,reserve,533,1.138
722,face,4704,1.137
1261,addition,3530,1.137
2951,warm,451,1.137
18513,neuroscience,81,1.137
503,exact,449,1.136
5934,refute,43,1.136
8998,macedonian,78,1.136
11010,simplistic,91,1.136
1340,thus,2996,1.135
2160,recording,141,1.135
3097,await,638,1.135
102,able,10930,1.134
307,currently,3931,1.134
1207,offender,127,1.134
1739,head,2622,1.134
317,apply,8534,1.133
943,inclusion,1010,1.133
1285,detain,166,1.133
20,meeting,6291,1.132
1599,undertaking,859,1.132
1839,holding,129,1.132
2194,alter,489,1.132
2615,band,109,1.132
6494,shipowner,181,1.131
6646,henry,71,1.131
7215,climb,68,1.131
7484,guarantor,111,1.131
10394,starve,58,1.131
11016,horn,98,1.131
1940,convey,333,1.13
2231,study,4813,1.13
7803,inflexible,79,1.13
1857,recovery,951,1.129
4378,innovative,619,1.129
4823,select,448,1.129
5033,embrace,136,1.129
1867,refuse,1580,1.128
4247,primary,601,1.128
905,date,2264,1.127
400,cause,6643,1.126
422,consideration,2133,1.126
714,arrive,768,1.126
909,schedule,376,1.126
976,expense,1233,1.126
923,performance,940,1.125
1781,rely,772,1.125
6572,blow,204,1.125
1042,complete,3242,1.124
2476,partially,281,1.124
3716,worsen,370,1.124
6432,motorcycle,46,1.124
9563,visionary,46,1.124
12036,guinea,369,1.124
2983,lasting,267,1.123
3391,obstruct,147,1.123
6219,chart,67,1.123
7007,deport,77,1.123
9542,nobel,139,1.123
17469,netanyahu,88,1.123
1052,voting,3212,1.122
3077,undeniably,59,1.122
5824,cancellation,157,1.122
303,briefly,803,1.121
4236,complex,970,1.12
6977,compassion,268,1.12
404,aim,8113,1.119
1576,tend,392,1.119
3727,eradicate,428,1.119
4636,scared,65,1.119
520,adequate,1833,1.118
2138,workable,112,1.118
2320,advocate,624,1.118
1716,taxation,1779,1.117
1907,responsible,5005,1.117
3890,exempt,216,1.117
6667,speculate,49,1.117
2315,similarly,567,1.115
7839,dog,437,1.115
9942,breath,80,1.115
2862,mixed,129,1.114
3286,coast,497,1.114
4111,trafficking,1761,1.114
1501,demonstration,914,1.113
5529,expulsion,213,1.113
6460,preferential,257,1.113
4359,aspiration,547,1.112
4849,kidnap,102,1.111
6186,tobacco,703,1.111
1616,provider,310,1.11
7260,soft,188,1.11
1790,within,9007,1.108
3083,kg,63,1.106
6141,fuel,1120,1.106
6156,steel,89,1.106
7261,smooth,97,1.106
882,advance,875,1.105
3708,deepen,301,1.105
5482,weaken,817,1.105
5128,mechanic,94,1.104
6909,jewish,182,1.104
7658,redefine,165,1.104
240,genuine,2023,1.103
5786,confiscate,74,1.103
7922,hormone,344,1.103
8351,student,2225,1.103
8806,london,75,1.103
1132,inform,2902,1.102
2767,grab,110,1.102
4695,insignificant,101,1.102
895,tender,156,1.101
1114,congress,222,1.101
3760,interfere,271,1.101
5353,perpetrator,363,1.101
1904,qualification,443,1.1
9762,precursor,52,1.1
3250,manufacturing,182,1.099
7744,overcrowded,15,1.099
9553,pin,24,1.099
10385,turbulent,15,1.099
702,prejudice,399,1.098
3248,frame,32,1.098
3265,beloved,51,1.098
4145,ethic,237,1.098
5170,dual,247,1.098
8626,rainy,32,1.098
172,"""",28593,1.097
2971,scene,374,1.097
8868,martinique,39,1.097
9476,purse,22,1.097
364,spike,19,1.096
1031,denounce,407,1.096
5035,espouse,20,1.096
17841,portrait,56,1.096
134,pleasure,654,1.095
2533,shattered,17,1.095
3312,inconvenience,51,1.095
4183,redeploy,16,1.095
4796,profiling,30,1.095
4856,trouble,107,1.095
5202,automated,93,1.095
6092,serb,35,1.095
7136,multidisciplinary,30,1.095
7153,instigation,16,1.095
7177,vaunted,16,1.095
7569,romanian,484,1.095
9340,combatant,16,1.095
10952,carrot,98,1.095
13138,ariel,16,1.095
13145,molotov,16,1.095
14017,lamb,16,1.095
15469,yawn,17,1.095
8375,volatile,40,1.094
997,governor,194,1.093
2781,endangered,92,1.093
4605,backdrop,39,1.093
12169,starch,68,1.093
18613,esm,24,1.093
737,ratify,1834,1.092
1192,flawed,42,1.092
2730,emotion,310,1.092
3898,discredit,42,1.092
5383,plot,21,1.092
6854,cheek,21,1.092
7399,focused,32,1.092
8658,commonplace,21,1.092
8837,peak,25,1.092
9259,reconnect,21,1.092
9787,logistic,49,1.092
9900,ammunition,32,1.092
12410,digitise,25,1.092
13721,birmingham,21,1.092
14846,cmr,21,1.092
2314,equitable,194,1.091
3329,assurance,417,1.091
8774,burmese,308,1.091
11393,muslim,408,1.091
15650,questioner,31,1.091
234,indeed,5476,1.09
448,sri lanka,82,1.09
3186,persistent,149,1.09
4332,radical,401,1.09
10276,salvador,75,1.09
12901,brick,22,1.09
15283,clay,22,1.09
273,point,17952,1.089
542,write,2491,1.089
2294,gap,1440,1.089
2589,quicker,148,1.089
5456,cling,18,1.089
9230,garment,30,1.089
9564,sighted,20,1.089
10110,wander,18,1.089
11685,cape,18,1.089
212,several,5517,1.088
2952,wholeheartedly,356,1.088
3193,rate,3034,1.088
3707,exacerbate,372,1.088
5630,remnant,26,1.088
5888,e,89,1.088
6101,mine,366,1.088
6738,manifestly,26,1.088
526,deliberate,164,1.087
2091,promote,8013,1.087
4426,defiance,19,1.087
4877,accessory,19,1.087
6642,sell,1315,1.087
7287,environmentalist,37,1.087
8232,magically,19,1.087
9108,saint,57,1.087
13300,prince,59,1.087
18240,minaret,19,1.087
1379,practically,426,1.086
2619,outstanding,239,1.086
3976,agent,226,1.086
5342,tsatsos,44,1.086
5459,telecom,95,1.086
12317,roman,54,1.086
1295,road,3410,1.085
3891,incumbent,17,1.085
4009,exorbitant,31,1.085
5521,secrecy,218,1.085
7425,personalise,17,1.085
7946,swamp,17,1.085
9152,outlet,17,1.085
10938,württemberg,23,1.085
1891,area,28452,1.084
2505,curtail,24,1.084
2963,fertile,65,1.084
3684,oversee,94,1.084
6094,bosnian,57,1.084
6887,misunderst,51,1.084
7573,undeclared,164,1.084
9350,evolve,420,1.084
11527,jiménez,43,1.084
13111,sue,24,1.084
451,nothing,4872,1.082
2622,sterling,24,1.082
2957,unqualified,24,1.082
6855,arrogance,151,1.082
12866,feat,24,1.082
15897,ab,24,1.082
302,practice,6009,1.081
2757,accumulate,166,1.081
3495,principality,20,1.081
3630,plight,28,1.081
5518,trap,364,1.081
5632,residue,76,1.081
8296,helium,20,1.081
15536,sichuan,20,1.081
1165,redress,127,1.08
1771,grounds,76,1.08
3087,dye,26,1.08
3593,being,251,1.08
3783,egg,297,1.08
3894,bored,19,1.08
6009,unblock,19,1.08
7656,bug,19,1.08
8640,murcia,19,1.08
11235,skeleton,61,1.08
1726,stranger,222,1.079
2704,race,324,1.079
3658,desperate,138,1.079
4535,underpin,31,1.079
4765,wire,59,1.079
4893,voter,576,1.079
7583,misunderstanding,435,1.079
9704,flash,21,1.079
9733,misl,35,1.079
13772,booth,31,1.079
16881,coral,21,1.079
2499,slice,24,1.078
3525,unease,24,1.078
3636,empower,92,1.078
4195,promotional,24,1.078
5866,residual,24,1.078
12606,kennedy,24,1.078
13258,ionize,24,1.078
16679,uighur,51,1.078
1126,evident,501,1.077
1305,enhance,1855,1.077
3037,fantastic,294,1.077
7276,intelligently,51,1.077
12834,yasser,25,1.077
5258,bovine,30,1.076
9078,correlation,165,1.076
11915,fur,30,1.076
12962,jöns,85,1.076
182,unable,217,1.075
1148,left,1276,1.075
5487,persecute,177,1.075
7142,recreational,46,1.075
8025,trainee,28,1.075
9810,fluid,46,1.075
12099,asbestos,55,1.075
12777,william,57,1.075
1178,expert,1512,1.074
3075,unquestionably,95,1.074
5086,yesterday,2929,1.074
5678,rationally,39,1.074
9501,debtor,113,1.074
4385,tenth,215,1.073
7362,sex,977,1.073
10881,lonely,34,1.073
97,desire,2075,1.072
3933,shoulder,198,1.072
4952,undoubted,18,1.072
6244,broadcast,80,1.072
7401,clearance,86,1.072
7558,suffocate,18,1.072
8929,oecd,407,1.072
2396,coincidence,214,1.071
2565,lament,21,1.071
6993,breed,21,1.071
13028,buddhist,64,1.071
4097,anchor,29,1.07
9224,seville,22,1.07
12480,jacket,22,1.07
14297,pearl,22,1.07
19435,rectangle,22,1.07
528,opportune,36,1.069
3620,disease,3138,1.069
3757,deter,135,1.069
10592,espionage,60,1.069
14397,kivu,63,1.069
1680,capacity,3035,1.068
2233,railway,1403,1.068
2532,disperse,27,1.068
4444,sketch,27,1.068
4987,anywhere,410,1.068
5656,divided,68,1.068
7176,infamous,55,1.068
9575,cup,174,1.068
9596,abstract,31,1.068
11541,ashame,25,1.068
12067,trainer,31,1.068
12572,banknote,42,1.068
14402,melilla,25,1.068
735,6th,22,1.067
928,necessary,13453,1.067
2461,ensue,34,1.067
2994,skeptical,20,1.067
3233,benefit,5601,1.067
5611,folly,22,1.067
5784,indebted,20,1.067
6451,mile,459,1.067
8335,mildly,20,1.067
8340,danny,20,1.067
8385,counterfeiting,267,1.067
13497,thyroid,20,1.067
13960,santiago,22,1.067
19484,retina,20,1.067
2084,rightful,29,1.066
2989,restraint,89,1.066
3082,kilo,89,1.066
5889,un,642,1.066
10173,slovak,390,1.066
993,headquarters,164,1.065
12192,ossetia,83,1.065
1411,staunch,24,1.064
3989,thoroughly,119,1.064
6537,industrialised,24,1.064
7921,inflate,28,1.064
9532,superpower,151,1.064
13924,cream,28,1.064
1863,regain,206,1.063
3548,momentum,328,1.063
5157,rio,157,1.063
5495,symptomatic,39,1.063
9437,economist,330,1.063
355,thanks,3961,1.062
623,purely,771,1.062
1958,deficiency,309,1.062
3038,brilliant,68,1.062
1190,incorrectly,47,1.061
2843,corporation,56,1.061
2860,unload,45,1.061
3501,pernicious,23,1.061
4352,contraction,23,1.061
4745,pitiful,27,1.061
4769,fairness,184,1.061
6631,mistakenly,23,1.061
7405,tidal,23,1.061
8655,interlink,23,1.061
9117,lure,28,1.061
10000,hezbollah,23,1.061
10829,egyptian,251,1.061
13130,länder,30,1.061
22,summit,5324,1.06
1992,epp,114,1.06
7848,traceability,330,1.06
774,lower,1878,1.059
1772,excuse,649,1.059
2279,extensive,728,1.059
2878,abhorrent,24,1.059
4573,critically,35,1.059
5195,hardest,24,1.059
5466,super - state,29,1.059
5553,trialogue,24,1.059
6840,wretched,24,1.059
9976,scream,63,1.059
10591,spying,24,1.059
11753,drunk,24,1.059
1205,criminal,4057,1.058
5394,funny,78,1.058
11291,jam,34,1.058
2032,withdrawal,501,1.057
5246,stem,147,1.056
6102,mining,210,1.056
7997,rubble,30,1.056
9302,somali,64,1.056
1344,bear,1454,1.055
1479,admit,769,1.055
2467,aftermath,30,1.055
4858,puzzle,44,1.055
15627,papastamkos,55,1.055
8745,canadian,255,1.054
10093,curb,23,1.054
226,rule,19551,1.053
485,newly,21,1.053
1934,compare,1817,1.053
4935,appal,21,1.053
5767,proactively,21,1.053
8859,emotive,21,1.053
9637,museum,355,1.053
10201,pig,87,1.053
10239,matrix,21,1.053
4301,honest,329,1.052
8393,reproduce,79,1.052
11973,nurse,185,1.052
407,class,930,1.051
2023,failing,66,1.051
5897,ah,32,1.051
7290,transformative,25,1.051
8302,cook,114,1.051
8740,l,24,1.051
8810,denktash,24,1.051
9111,st .,24,1.051
9584,portfolio,100,1.051
9709,flavour,24,1.051
10308,borrower,25,1.051
10659,lebanon,483,1.051
12380,oppressor,24,1.051
13493,rig,25,1.051
15005,pollinate,25,1.051
2845,afford,45,1.05
4760,aircraft,837,1.05
5612,stupidity,31,1.05
10416,football,495,1.05
1267,wage,1025,1.049
8511,repress,43,1.049
170,watch,948,1.048
745,institute,927,1.048
2360,infringement,981,1.048
2722,deplorable,112,1.048
14563,hack,37,1.048
2273,bread,217,1.047
2538,broken,27,1.047
2708,precise,653,1.047
5351,uncompromising,37,1.047
7100,mail,57,1.047
7816,gm,92,1.047
8193,alcoholic,114,1.047
9755,untouched,35,1.047
9902,missile,157,1.047
12104,pathogen,35,1.047
505,little,4947,1.046
1020,accommodation,31,1.046
1116,enable,4400,1.046
7768,reluctantly,31,1.046
9142,forest,1754,1.046
11461,cake,39,1.046
13394,jesus,51,1.046
13718,dot,86,1.046
1561,surely,983,1.045
7403,cleansing,118,1.045
3024,scarcity,46,1.044
3560,arena,124,1.044
5649,counterweight,30,1.044
6438,etcetera,27,1.044
9756,philosopher,93,1.044
11914,leather,43,1.044
105,chance,2760,1.043
3913,extensively,83,1.043
3931,backwards,155,1.043
8309,performer,59,1.043
14255,rabbit,38,1.043
59,adjourn,320,1.042
804,key,4373,1.042
2752,steer,44,1.042
3039,fabulous,41,1.042
10545,frankfurt,84,1.042
11759,churchill,55,1.042
12508,nationalise,33,1.042
285,day,10902,1.041
1019,reside,244,1.041
1381,virtually,522,1.041
2345,vehemently,27,1.041
3161,unnecessarily,56,1.041
3818,collusion,26,1.041
4969,resign,195,1.041
6975,affection,27,1.041
7618,reunit,26,1.041
10911,kosovars,26,1.041
12734,birthday,125,1.041
1219,conclusion,4796,1.04
4191,ad,101,1.04
4470,breakthrough,20,1.04
4884,proclamation,98,1.04
9172,runway,20,1.04
9309,polar,20,1.04
12170,apple,172,1.04
13389,efsa,116,1.04
960,limit,4161,1.039
3346,tap,30,1.039
3654,desperately,143,1.039
7474,mediterranean,1960,1.039
8122,grass,50,1.039
9339,militant,25,1.039
10789,anglo,36,1.039
2510,nordic,148,1.038
5621,hurry,26,1.038
5626,fade,44,1.038
8657,interlinked,22,1.038
13617,wool,22,1.038
1255,emphasise,3982,1.037
1690,background,177,1.037
2516,evacuate,34,1.037
107,to,719271,1.036
110,where,19726,1.036
3260,dramatically,306,1.036
3860,gone,44,1.036
8871,bulgarian,320,1.036
11424,ash,43,1.036
12860,duck,32,1.036
13375,beekeeper,64,1.036
535,proportionate,194,1.035
1066,reap,68,1.035
6087,implicitly,28,1.035
522,advisable,112,1.034
2766,pour,31,1.034
3060,pragmatic,443,1.034
3198,rigidity,52,1.034
1154,pass,1168,1.033
1769,bizarre,130,1.033
4039,drug,2634,1.033
9317,bed,179,1.033
1473,comment,4239,1.032
7251,twin,75,1.032
9694,suicidal,28,1.032
10064,estonian,58,1.032
10573,wilson,28,1.032
1496,normally,570,1.031
3666,revise,1382,1.031
9109,st,59,1.031
1084,consistency,491,1.03
5023,magistrate,29,1.03
6280,unintended,50,1.03
6515,jeopardy,29,1.03
6976,sympathetic,30,1.03
8746,rebel,144,1.03
